run_id,run_dir,system_label,system,case,replicate,description,actin_total_polymer,fixed_mt_length,early_actin_count,early_actin_avg_len,early_actin_var_len,early_actin_min_len,early_actin_max_len,early_actin_total_len,early_actin_off_len,early_mt_count,early_mt_avg_len,early_mt_var_len,early_mt_min_len,early_mt_max_len,early_mt_total_len,early_mt_off_len,final_actin_count,final_actin_avg_len,final_actin_var_len,final_actin_min_len,final_actin_max_len,final_actin_total_len,final_actin_off_len,final_mt_count,final_mt_avg_len,final_mt_var_len,final_mt_min_len,final_mt_max_len,final_mt_total_len,final_mt_off_len,actin_total_len_change,actin_total_len_fold_change,early_body_count,early_mean_pairwise_dist,early_min_pairwise_dist,early_max_pairwise_dist,early_centroid_radius_xy,early_mean_radius_from_centroid,final_body_count,final_mean_pairwise_dist,final_min_pairwise_dist,final_max_pairwise_dist,final_centroid_radius_xy,final_mean_radius_from_centroid,mean_body_displacement,max_body_displacement
r0044,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0044,small_system (small 12x12x1.2 um),small_system,02_fixed_mt_uniform_actin_long,r0004,"Fixed-length tethered MT asters, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,6.0,0.0,6.0,6.0,192.0,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,3.5030500584914406,1.5483922435868762,4.609274925625504,1.143679984195754,2.2254452575082495,2.6086846086156017,2.9357708374462748
r0045,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0045,small_system (small 12x12x1.2 um),small_system,02_fixed_mt_uniform_actin_long,r0005,"Fixed-length tethered MT asters, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,6.0,0.0,6.0,6.0,192.0,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,3.3747153247161257,1.2446895878089446,4.543334183174291,1.4919101357404208,2.140214073012139,4.2191445203180695,6.442458108517276
r0046,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0046,small_system (small 12x12x1.2 um),small_system,03_growing_mt_uniform_actin_long,r0001,"Growing tethered MT asters from short seeds, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,0.568,2.29,0.3,8.861,18.2,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,6.649092586589024,1.016293038449049,12.450061144026561,4.797182492424589,4.568633611008506,7.345329346964128,11.627517391515697
r0047,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0047,small_system (small 12x12x1.2 um),small_system,03_growing_mt_uniform_actin_long,r0002,"Growing tethered MT asters from short seeds, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,0.503,1.314,0.3,6.785,16.1,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,9.336962390367361,1.365053720554616,16.40471175821142,2.784188952370151,5.71832680028653,7.463501903940401,8.674572753167732
r0048,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0048,small_system (small 12x12x1.2 um),small_system,03_growing_mt_uniform_actin_long,r0003,"Growing tethered MT asters from short seeds, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,0.832,4.948,0.3,11.779,26.6,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,9.29733847123352,0.9990677104180676,12.704239001608872,2.4581189518105098,6.20646202224882,9.126303062797241,11.405232957726026
r0049,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0049,small_system (small 12x12x1.2 um),small_system,03_growing_mt_uniform_actin_long,r0004,"Growing tethered MT asters from short seeds, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,0.3,0.0,0.3,0.3,9.6,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,8.768875859252715,1.0202036120304614,11.78524154610333,4.085906497415842,5.644921773202512,6.69767892741427,8.292881558300468
r0050,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0050,small_system (small 12x12x1.2 um),small_system,03_growing_mt_uniform_actin_long,r0005,"Growing tethered MT asters from short seeds, uniform free actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,48.0,16.0,-0.0,16.0,16.0,768.0,550.9,32.0,1.238,15.134,0.3,20.156,39.6,0.0,696.0,10.666666666666666,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,11.293902679411572,1.0001996050789062,16.19678792260984,2.839890578877996,7.381218658086486,7.318842146846711,8.382024056276622
r0051,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0051,small_system (small 12x12x1.2 um),small_system,04_fixed_mt_perinuclear_actin_long,r0001,"Fixed-length tethered MT asters, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,6.0,0.0,6.0,6.0,192.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,3.8562466860555964,2.556551884863673,6.517600032987604,0.29299036353607266,2.2722839899884857,3.937455635687834,5.952961718338191
r0052,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0052,small_system (small 12x12x1.2 um),small_system,04_fixed_mt_perinuclear_actin_long,r0002,"Fixed-length tethered MT asters, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,6.0,0.0,6.0,6.0,192.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,3.3159930679545746,1.843644870901118,4.406685457347733,0.41539641684179224,2.07620872488408,4.49579058183523,6.3938290397851585
r0053,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0053,small_system (small 12x12x1.2 um),small_system,04_fixed_mt_perinuclear_actin_long,r0003,"Fixed-length tethered MT asters, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,6.0,0.0,6.0,6.0,192.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,4.260135869534974,0.9997429119528679,5.559237214762471,1.5749317096306112,2.6933164514397108,5.545883378475512,6.825467249939744
r0054,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0054,small_system (small 12x12x1.2 um),small_system,04_fixed_mt_perinuclear_actin_long,r0004,"Fixed-length tethered MT asters, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,6.0,0.0,6.0,6.0,192.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,4.2806221182586714,2.031274905078089,6.784767168444324,1.3852106577160024,2.605220468327379,3.431822266685189,4.259626655001586
r0055,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0055,small_system (small 12x12x1.2 um),small_system,04_fixed_mt_perinuclear_actin_long,r0005,"Fixed-length tethered MT asters, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,6.0,0.0,6.0,6.0,192.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,3.727017116296514,1.5510077175823465,4.950011956551217,0.4668130414041579,2.4023659222898264,4.641314455662846,5.808675087315523
r0056,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0056,small_system (small 12x12x1.2 um),small_system,05_growing_mt_perinuclear_actin_long,r0001,"Growing tethered MT asters from short seeds, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,0.3,0.0,0.3,0.3,9.6,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,9.824056810672403,4.550589364027478,13.997890992931758,2.481781057652951,6.086114935996199,7.632903263691768,9.471391742505428
r0057,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0057,small_system (small 12x12x1.2 um),small_system,05_growing_mt_perinuclear_actin_long,r0002,"Growing tethered MT asters from short seeds, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,1.586,52.935,0.3,41.457,50.8,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,5.971999577516752,1.6069169735863766,8.723905353681916,4.786269171089837,3.8413399670506014,6.573675624051094,9.509524644271131
r0058,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0058,small_system (small 12x12x1.2 um),small_system,05_growing_mt_perinuclear_actin_long,r0003,"Growing tethered MT asters from short seeds, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,0.3,0.0,0.3,0.3,9.6,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,6.554467619763322,2.6058421076496554,9.963762680834986,3.2979377913515893,4.239593742060109,5.735969155167431,11.577525264926006
r0059,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0059,small_system (small 12x12x1.2 um),small_system,05_growing_mt_perinuclear_actin_long,r0004,"Growing tethered MT asters from short seeds, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,0.3,0.0,0.3,0.3,9.6,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,9.53069273486634,2.417252154823738,12.767713559208634,2.4902253585268146,5.960521812354971,8.065719464953464,11.756287777185449
r0060,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0060,small_system (small 12x12x1.2 um),small_system,05_growing_mt_perinuclear_actin_long,r0005,"Growing tethered MT asters from short seeds, free perinuclear actin, doubled actin pool.",1200,6.0,48.0,1.5,0.0,1.5,1.5,72.0,0.0,32.0,1.0,0.0,1.0,1.0,32.0,0.0,164.0,5.507,25.602,0.491,12.461,903.2,1573.6,32.0,2.217,57.45,0.3,33.829,71.0,0.0,831.2,12.544444444444444,4,5.73703418364266,4.0,7.211102550927978,0.0,3.605551275463989,4,10.630212844900877,1.0326068903508243,16.375522442352796,3.9975728689418535,6.6419475730540185,6.8163724980995015,9.69596537431936
r0061,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0061,small_system (small 12x12x1.2 um),small_system,06_division_fixed_mt_perinuclear_actin_long,r0001,Two-to-four division with fixed-length tethered MTs and free perinuclear actin.,1200,6.0,24.0,1.5,0.0,1.5,1.5,36.0,0.0,16.0,6.0,0.0,6.0,6.0,96.0,0.0,140.0,6.288,31.534,0.528,16.0,880.3,970.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,844.3,24.452777777777776,2,6.0,6.0,6.0,2.0,3.0,4,3.1507859122075526,1.2800317730431539,5.314817853887376,1.6121050035590114,1.9288249283926389,nan,nan
r0062,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0062,small_system (small 12x12x1.2 um),small_system,06_division_fixed_mt_perinuclear_actin_long,r0002,Two-to-four division with fixed-length tethered MTs and free perinuclear actin.,1200,6.0,24.0,1.5,0.0,1.5,1.5,36.0,0.0,16.0,6.0,0.0,6.0,6.0,96.0,0.0,140.0,6.288,31.534,0.528,16.0,880.3,970.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,844.3,24.452777777777776,2,6.0,6.0,6.0,2.0,3.0,4,2.0695773190118305,0.995672817746874,3.3991963432552703,0.2703131112709851,1.247834540227987,nan,nan
r0063,/home/thekaka/project/cytosim/ast/tethered_mt_free_actin_pilot/save/r0063,small_system (small 12x12x1.2 um),small_system,06_division_fixed_mt_perinuclear_actin_long,r0003,Two-to-four division with fixed-length tethered MTs and free perinuclear actin.,1200,6.0,24.0,1.5,0.0,1.5,1.5,36.0,0.0,16.0,6.0,0.0,6.0,6.0,96.0,0.0,140.0,6.288,31.534,0.528,16.0,880.3,970.0,32.0,6.0,0.0,6.0,6.0,192.0,0.0,844.3,24.452777777777776,2,6.0,6.0,6.0,2.0,3.0,4,3.511176999224841,1.6412698803061,4.665701985768058,0.7827015395410949,2.2368811688478396,nan,nan
