run_dir,case,replicate,frame,time_s,time_min,dx,dy,dz,net_displacement
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,1,1.0,0.016666666666666666,0.0135,0.0043,-0.0011,0.014210911300827965
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,2,2.0,0.03333333333333333,0.1079,0.0219,0.0081,0.11039759961158575
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,3,3.0,0.05,0.3108,0.0462,0.0164,0.31464271801521165
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,4,4.0,0.06666666666666667,0.5429,0.0671,0.0186,0.5473470379932645
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,5,5.0,0.08333333333333333,0.7816,0.0789,0.019,0.7858019915983924
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,6,6.0,0.1,0.8634,0.0709,0.0211,0.8665630848357204
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,7,7.0,0.11666666666666667,0.8852,0.0707,0.0238,0.8883377567119389
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,8,8.0,0.13333333333333333,0.8948,0.0756,0.0289,0.8984528980419619
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,9,9.0,0.15,0.8964,0.0823,0.034,0.9008119948135682
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,10,10.0,0.16666666666666666,0.8943,0.0849,0.0398,0.8992021685916911
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,11,11.0,0.18333333333333332,0.8924,0.0816,0.0408,0.8970512582901826
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,12,12.0,0.2,0.8833,0.0716,0.0331,0.8868151216572708
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,13,13.0,0.21666666666666667,0.8798,0.0687,0.0274,0.8829034431918362
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,14,14.0,0.23333333333333334,0.8819,0.0664,0.0215,0.8846574591331947
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,15,15.0,0.25,0.8765,0.0632,0.019,0.8789809383598712
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,16,16.0,0.26666666666666666,0.8753,0.057,0.0138,0.8772625205718069
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,17,17.0,0.2833333333333333,0.8809,0.0536,0.0106,0.882592844974397
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,18,18.0,0.3,0.8781,0.0495,0.0077,0.8795277994469533
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/03_plus_x_cap_fixed_binders/r0001,03_plus_x_cap_fixed_binders,r0001,19,19.0,0.31666666666666665,0.8783,0.049,0.0105,0.8797284467379692
