case,frame,time_s,time_min,n,dx_mean,dx_sem,dy_mean,dy_sem,dz_mean,dz_sem,net_displacement_mean,net_displacement_sem
10_push_filaments_fixed_plus_motors,7,7.0,0.11666666666666667,1,0.0051,nan,0.0059,nan,0.004,nan,0.008764701934464172,nan
10_push_filaments_fixed_plus_motors,8,8.0,0.13333333333333333,1,0.0051,nan,0.0035,nan,0.0042,nan,0.0074766302570074975,nan
10_push_filaments_fixed_plus_motors,9,9.0,0.15,1,0.0116,nan,-0.0034,nan,0.005,nan,0.013081284340614266,nan
10_push_filaments_fixed_plus_motors,10,10.0,0.16666666666666666,1,0.012,nan,0.0018,nan,0.0052,nan,0.0132015150645674,nan
10_push_filaments_fixed_plus_motors,11,11.0,0.18333333333333332,1,0.0103,nan,0.0037,nan,-0.0007,nan,0.01096676798332125,nan
10_push_filaments_fixed_plus_motors,12,12.0,0.2,1,0.0081,nan,-0.001,nan,0.0012,nan,0.008249242389456136,nan
10_push_filaments_fixed_plus_motors,13,13.0,0.21666666666666667,1,0.0053,nan,0.0054,nan,-0.0045,nan,0.008803408430829504,nan
10_push_filaments_fixed_plus_motors,14,14.0,0.23333333333333334,1,0.0101,nan,0.002,nan,-0.0051,nan,0.01148999564838908,nan
10_push_filaments_fixed_plus_motors,15,15.0,0.25,1,0.0146,nan,0.0037,nan,-0.0032,nan,0.015397727104998322,nan
10_push_filaments_fixed_plus_motors,16,16.0,0.26666666666666666,1,0.0175,nan,0.0036,nan,-0.005,nan,0.018552897347853786,nan
10_push_filaments_fixed_plus_motors,17,17.0,0.2833333333333333,1,0.0215,nan,0.003,nan,-0.0052,nan,0.022322410264126943,nan
10_push_filaments_fixed_plus_motors,18,18.0,0.3,1,0.025,nan,0.0037,nan,-0.0029,nan,0.025438160310840095,nan
10_push_filaments_fixed_plus_motors,19,19.0,0.31666666666666665,1,0.0254,nan,-0.001,nan,-0.0012,nan,0.02544798616786798,nan
10_push_filaments_fixed_plus_motors,20,20.0,0.3333333333333333,1,0.0233,nan,-0.0076,nan,-0.0041,nan,0.024848742422907445,nan
