scenario,condition,frame,time_min,n_replicates,total_len,total_len_sd,total_len_sem,total_len_n,off_len,off_len_sd,off_len_sem,off_len_n,avg_len,avg_len_sd,avg_len_sem,avg_len_n,min_len,min_len_sd,min_len_sem,min_len_n,max_len,max_len_sd,max_len_sem,max_len_n
large_long,rotatable_xlink,120,6.0,5,1816.4199999999996,18.877155506060706,8.442120586677236,5,180.08,21.352330083623183,9.549052308999041,5,8.409,0.08739851257315553,0.03908580304918916,5,4.8454,0.26630959426952694,0.11909727116941013,5,14.1446,0.02828957405122914,0.012651482126612495,5
large_long,rotatable_xlink,160,8.0,5,1986.0199999999998,30.05722874784037,13.44200133908639,5,250.45999999999998,32.40297825817867,14.491052411747047,5,7.522799999999999,0.11379894551356784,0.050892435587226476,5,4.5428,0.6427695543505465,0.2874552834790135,5,14.1446,0.02828957405122914,0.012651482126612495,5
small_long,nomotor_xlink,0,0.0,5,30.0,0.0,0.0,5,0.0,0.0,0.0,5,2.5,0.0,0.0,5,2.5,0.0,0.0,5,2.5,0.0,0.0,5
small_long,nomotor_xlink,20,1.0,5,137.52,0.7362064927722362,0.3292415526630855,5,3.1799999999999997,1.2497999839974394,0.5589275444992847,5,11.459399999999999,0.060719025025110264,0.027154373496731485,5,10.9062,0.14063854379223314,0.06289546883520288,5,11.7252,0.043700114416325875,0.01954328529188464,5
small_long,nomotor_xlink,40,2.0,5,177.76000000000002,0.6465291950097853,0.28913664589601956,5,6.5200000000000005,1.9867058161690674,0.8884818512496471,5,11.850599999999998,0.042086815037491204,0.018821795876058138,5,4.905799999999999,0.058268344750816284,0.02605839595984365,5,14.131,0.10161938791392115,0.045445571841489646,5
small_long,nomotor_xlink,80,4.0,5,192.82,0.7049822692805854,0.3152776554086901,5,14.319999999999999,2.9209587467131395,1.306292463424634,5,9.1816,0.03276125760711883,0.01465127980757996,5,2.5,0.0,0.0,5,14.578999999999999,0.15009830112296382,0.06712600092363602,5
small_long,nomotor_xlink,120,6.0,5,199.52000000000004,0.892748564826625,0.3992492955535422,5,22.68,2.890847626562148,1.2928263611173778,5,7.3894,0.03273071951546443,0.01463762275781149,5,2.5,0.0,0.0,5,14.5798,0.15088969481048067,0.06747992294008641,5
small_long,nomotor_xlink,160,8.0,5,206.04000000000002,1.524139101263406,0.6816157275180823,5,31.139999999999997,2.487569094517779,1.1124747188138706,5,6.2432,0.04584975463402192,0.020504633622671797,5,2.5,0.0,0.0,5,14.5798,0.15088969481048067,0.06747992294008641,5
small_long,rotatable_xlink,0,0.0,5,30.0,0.0,0.0,5,0.0,0.0,0.0,5,2.5,0.0,0.0,5,2.5,0.0,0.0,5,2.5,0.0,0.0,5
small_long,rotatable_xlink,20,1.0,5,137.72,0.7661592523751176,0.34263683398023603,5,2.7800000000000002,1.237739875741264,0.5535341001239219,5,11.475,0.06341923998283149,0.028361946336596756,5,10.9192,0.09639087093703415,0.04310730796512344,5,11.7066,0.04068537820888476,0.01819505427307099,5
