scenario,scenario_label,scenario_short,condition,condition_label,condition_short,motor_mode,include_xlinks,n_clusters,motors_per_cluster,total_motors,n_replicates,run_dir,run_path,growth_end_min,motor_onset_min,threshold_vz_abs,threshold_vz_abs_matched,zmin,zmax,scenario_z_low,scenario_z_high,chewer_zone_bottom,chewer_zone_top,mean_vz_abs,mean_vz_abs_sd,mean_vz_abs_sem,mean_vz_abs_n,mean_vz_signed,mean_vz_signed_sd,mean_vz_signed_sem,mean_vz_signed_n,peak_vz_abs,peak_vz_abs_sd,peak_vz_abs_sem,peak_vz_abs_n,time_to_peak_min,time_to_peak_min_sd,time_to_peak_min_sem,time_to_peak_min_n,auc_vz_abs,auc_vz_abs_sd,auc_vz_abs_sem,auc_vz_abs_n,excess_auc_vz_abs,excess_auc_vz_abs_sd,excess_auc_vz_abs_sem,excess_auc_vz_abs_n,directionality_index,directionality_index_sd,directionality_index_sem,directionality_index_n,active_transport_fraction,active_transport_fraction_sd,active_transport_fraction_sem,active_transport_fraction_n,matched_active_transport_fraction,matched_active_transport_fraction_sd,matched_active_transport_fraction_sem,matched_active_transport_fraction_n,longest_active_streak_min,longest_active_streak_min_sd,longest_active_streak_min_sem,longest_active_streak_min_n,onset_time_after_motor_min,onset_time_after_motor_min_sd,onset_time_after_motor_min_sem,onset_time_after_motor_min_n,net_z_displacement,net_z_displacement_sd,net_z_displacement_sem,net_z_displacement_n,abs_net_z_displacement,abs_net_z_displacement_sd,abs_net_z_displacement_sem,abs_net_z_displacement_n,mass_normalized_auc,mass_normalized_auc_sd,mass_normalized_auc_sem,mass_normalized_auc_n,mass_retention,mass_retention_sd,mass_retention_sem,mass_retention_n,mean_swirl_rate_abs,mean_swirl_rate_abs_sd,mean_swirl_rate_abs_sem,mean_swirl_rate_abs_n,swirl_penalty,swirl_penalty_sd,swirl_penalty_sem,swirl_penalty_n,seed_zone_mass_fraction_motor_onset,seed_zone_mass_fraction_motor_onset_sd,seed_zone_mass_fraction_motor_onset_sem,seed_zone_mass_fraction_motor_onset_n,seed_zone_mass_fraction_final,seed_zone_mass_fraction_final_sd,seed_zone_mass_fraction_final_sem,seed_zone_mass_fraction_final_n,seed_zone_retention,seed_zone_retention_sd,seed_zone_retention_sem,seed_zone_retention_n,seed_zone_mass_fraction_mean,seed_zone_mass_fraction_mean_sd,seed_zone_mass_fraction_mean_sem,seed_zone_mass_fraction_mean_n,chewer_band_mass_fraction_motor_onset,chewer_band_mass_fraction_motor_onset_sd,chewer_band_mass_fraction_motor_onset_sem,chewer_band_mass_fraction_motor_onset_n,chewer_band_mass_fraction_final,chewer_band_mass_fraction_final_sd,chewer_band_mass_fraction_final_sem,chewer_band_mass_fraction_final_n,chewer_band_mass_fraction_gain,chewer_band_mass_fraction_gain_sd,chewer_band_mass_fraction_gain_sem,chewer_band_mass_fraction_gain_n,chewer_band_mass_fraction_mean,chewer_band_mass_fraction_mean_sd,chewer_band_mass_fraction_mean_sem,chewer_band_mass_fraction_mean_n,bottom_half_mass_fraction_motor_onset,bottom_half_mass_fraction_motor_onset_sd,bottom_half_mass_fraction_motor_onset_sem,bottom_half_mass_fraction_motor_onset_n,bottom_half_mass_fraction_final,bottom_half_mass_fraction_final_sd,bottom_half_mass_fraction_final_sem,bottom_half_mass_fraction_final_n,bottom_half_mass_fraction_gain,bottom_half_mass_fraction_gain_sd,bottom_half_mass_fraction_gain_sem,bottom_half_mass_fraction_gain_n,bottom_half_mass_fraction_mean,bottom_half_mass_fraction_mean_sd,bottom_half_mass_fraction_mean_sem,bottom_half_mass_fraction_mean_n,axial_spread_entropy_motor_onset,axial_spread_entropy_motor_onset_sd,axial_spread_entropy_motor_onset_sem,axial_spread_entropy_motor_onset_n,axial_spread_entropy_final,axial_spread_entropy_final_sd,axial_spread_entropy_final_sem,axial_spread_entropy_final_n,axial_spread_entropy_gain,axial_spread_entropy_gain_sd,axial_spread_entropy_gain_sem,axial_spread_entropy_gain_n,axial_spread_entropy_mean,axial_spread_entropy_mean_sd,axial_spread_entropy_mean_sem,axial_spread_entropy_mean_n,speckle_length_proxy_motor_onset_um,speckle_length_proxy_motor_onset_um_sd,speckle_length_proxy_motor_onset_um_sem,speckle_length_proxy_motor_onset_um_n,speckle_length_proxy_final_um,speckle_length_proxy_final_um_sd,speckle_length_proxy_final_um_sem,speckle_length_proxy_final_um_n,top_bias_final,top_bias_final_sd,top_bias_final_sem,top_bias_final_n,nematic_xy_final,nematic_xy_final_sd,nematic_xy_final_sem,nematic_xy_final_n
large_long,Large elongated,"Large
elongated",nomotor_xlink,"No motors, + xlinks","No motors
+ xlinks",none,1,0,0,0,5,mean,,1.0,1.0,0.018855093239169833,0.013684421453162766,-15.0,15.0,6.0,15.0,-15.0,-6.0,0.004336337038003696,0.00043864375046478695,0.00019616744878894372,5,0.001511554298523443,0.0008843538247470409,0.0003954950536592638,5,0.030671033844648605,0.012526183680946669,0.005601879641849057,5,0.17,0.18907670401189036,0.0845576726264388,5,1.8054195632958092,0.18841583039153514,0.08426212095850867,5,0.13534645591425196,0.10747527484683783,0.04806440409160054,5,1.5507709682146864,0.3231796567952932,0.1445303363078655,5,0.021276595744680847,0.01808162948082548,0.008086350532618,5,0.05106382978723404,0.013642116355795281,0.006100939905703991,5,0.18999999999999934,0.08944271909999127,0.039999999999999855,5,0.025000000000000022,0.03535533905932741,0.025000000000000022,2,2.7851117761246718,0.5875319093895447,0.26275225766905375,5,2.7851117761246718,0.5875319093895447,0.26275225766905375,5,0.001539230913497815,0.00020682279798887938,9.249396711996821e-05,5,1.7544993387883356,0.035298585617613946,0.015786007390116236,5,0.0035359741706487103,0.0010472579029835705,0.0004683479722090287,5,0.8317645192817157,0.30418942354888273,0.13603764581835542,5,0.4113124771899678,0.055066163416144114,0.024626336931722056,5,0.5963396322548505,0.021541455726678798,0.009633631867831184,5,1.4673240782455514,0.167108337306377,0.07473312036480462,5,0.5570110704619669,0.03107206658499101,0.013895850617087929,5,0.09775279621319177,0.0176499063967268,0.007893278099917899,5,0.018215665663978607,0.003619562776566903,0.0016187176834462954,5,-0.07953713054921316,0.015237253677376064,0.006814307002604305,5,0.04701029775371283,0.01064234059427788,0.00475939940170217,5,0.32080192424350074,0.040428886184026847,0.01808034755241722,5,0.1659068343717561,0.016543320935395074,0.007398398037027758,5,-0.15489508987174463,0.030588806630806757,0.013679730195416044,5,0.21311323856334533,0.022084819736611926,0.009876631640378653,5,0.94020770144873,0.009161662727341879,0.004097220129052512,5,0.9025217074066079,0.006052260111994556,0.0027066530055860636,5,-0.03768599404212218,0.010611392951185782,0.004745559194962703,5,0.9173929455934043,0.007344959861402397,0.0032847659084206384,5,1178.0,71.65193647069142,32.04372013359248,5,2064.8,84.33978894922609,37.71790025969102,5,0.6420158855404496,0.03550037087087667,0.01587624849874673,5,0.04514186369331852,0.0166079187383229,0.007427287052736508,5
large_long,Large elongated,"Large
elongated",rotatable_xlink,"Rotatable, + xlinks","Rotatable
+ xlinks",rotatable,1,23,12,276,5,mean,,1.0,1.0,0.018855093239169833,0.013684421453162766,-15.0,15.0,6.0,15.0,-15.0,-6.0,0.0113895539435995,0.005741703863726124,0.0025677680291929603,5,-0.008232388515187095,0.00628120228396504,0.0028090390574745535,5,0.0599944787776124,0.02177179618130889,0.009736643250735403,5,1.7600000000000002,1.0673565477383835,0.47733635939450497,5,4.76558696580786,2.4153320283082893,1.0801693207059562,5,1.7203287178551023,1.699515220430339,0.7600463123355554,5,0.41942986809156196,0.25146185194258047,0.11245715893831949,5,0.18723404255319148,0.13054269917552952,0.05838046986455795,5,0.2652482269503546,0.15543083519673057,0.06951078265989129,5,0.40999999999999853,0.1949358868961786,0.08717797887081316,5,1.5999999999999999,2.762471719312254,1.2354149100605836,5,-0.09921190894866623,2.272032590844032,1.0160838640444445,5,1.806485398349458,1.0465175485350189,0.4680168756341475,5,0.004012974497378919,0.0019855080563563293,0.0008879461967772471,5,1.665387068417844,0.0812753777272553,0.03634745389902304,5,0.009965334492180901,0.008066114271146483,0.0036072759649129413,5,0.7756130771338887,0.3116313725848016,0.13936578660423615,5,0.3443294637865492,0.04858727983896232,0.021728892112344956,5,0.41358812509065457,0.08484877864171274,0.03794552737014039,5,1.2164198400884227,0.29073106922606406,0.13001888679213527,5,0.39570770521230475,0.06504732630591549,0.02909004867492746,5,0.11075768613955447,0.024623990652354252,0.0110121833951967,5,0.1558002934651775,0.11510593180263458,0.05147693762482916,5,0.045042607325623,0.10423738148994818,0.04661637416162049,5,0.13583860259307198,0.06420119445679803,0.028711647008416614,5,0.3508451271744059,0.039136340652269216,0.017502303617812486,5,0.3659671128457972,0.10696207169930758,0.047834892666771635,5,0.01512198567139129,0.120360601305421,0.05382689726633426,5,0.3577560015919451,0.07746247697771548,0.03464227284553685,5,0.9435999894630711,0.010026835534390502,0.004484137170821518,5,0.9590425054955082,0.018357089508463,0.008209540001994293,5,0.01544251603243687,0.019173682745860975,0.008574731599751991,5,0.9554537940641324,0.010429561542156164,0.004664241716755744,5,1183.2,47.214404581652836,21.114923632350653,5,1968.0,58.18934610390462,26.023066690918654,5,0.3754097239383184,0.27471135098091415,0.1228546509968255,5,0.07397014961671046,0.04461629449647309,0.019953013479652715,5
small_long,Small elongated,"Small
elongated",nomotor_xlink,"No motors, + xlinks","No motors
+ xlinks",none,1,0,0,0,5,mean,,1.0,1.0,0.018855093239169833,0.023906154618473955,-7.5,7.5,3.0,7.5,-7.5,-3.0,0.008553069527499808,0.0003413732418702976,0.00015266675490429257,5,-0.0011477743501256508,0.0018075937339397973,0.0008083804929584111,5,0.04277669794707627,0.01799839443078717,0.00804912668661875,5,1.8,2.5089838580588757,1.122051692213866,5,3.582813678397308,0.13666849804881048,0.06112001040398752,5,0.16010197695483325,0.1326413229277742,0.0593190029384009,5,0.18411520553247104,0.1272226619476913,0.05689570407870271,5,0.07943262411347518,0.013642116355795281,0.006100939905703991,5,0.05106382978723404,0.01968005237661221,0.008801186982972239,5,0.08999999999999968,0.04183300132670363,0.01870828693386964,5,0.17500000000000004,0.2474873734152917,0.17500000000000004,2,-0.018025252861134034,0.8721905017112449,0.39005545023119803,5,0.6633875059959301,0.4593676953833633,0.2054354787089233,5,0.02855258364208944,0.00315549488691211,0.0014111802139576979,5,1.524374249677795,0.10780275055883153,0.04821085568220015,5,0.011394819164874498,0.0073943132216903575,0.003306837402125022,5,1.32365122361506,0.8517217006207072,0.38090152409992517,5,0.5329344930607679,0.10481368313795819,0.046874104093719594,5,0.5363586422029628,0.060681527319100294,0.027137604012803764,5,1.038966407281729,0.2308793559301659,0.10325238689224402,5,0.5714393055640992,0.032855871111351624,0.014693592252990759,5,0.07786958602888666,0.0462960318124303,0.020704214844217386,5,0.029471694633966438,0.010275733151093711,0.004595447568898731,5,-0.04839789139492022,0.038276267626168536,0.01711766726741747,5,0.05623640804913495,0.010234571831737196,0.004577039667273782,5,0.21562436268604315,0.07904022921325965,0.03534786509560266,5,0.19533110004712442,0.03585476489312069,0.01603473832365817,5,-0.02029326263891874,0.07513582653815368,0.033601763136988864,5,0.20004465590731924,0.03605623263637372,0.016124837437495616,5,0.7808308515090906,0.01930553109719432,0.008633695975012519,5,0.8455961390438238,0.01150693804048368,0.005146059134279947,5,0.06476528753473325,0.02996035442377308,0.01339867782430863,5,0.8257064614961538,0.008888916260248783,0.003975244200843898,5,126.4,11.081516141756055,4.955804677345546,5,192.0,11.224972160321824,5.019960159204453,5,0.5013310582255361,0.13639751177218898,0.06099882165688847,5,0.2658129675351763,0.17266104937517995,0.07721636869386998,5
small_long,Small elongated,"Small
elongated",rotatable_xlink,"Rotatable, + xlinks","Rotatable
+ xlinks",rotatable,1,6,12,72,5,mean,,1.0,1.0,0.018855093239169833,0.023906154618473955,-7.5,7.5,3.0,7.5,-7.5,-3.0,0.01781271447963339,0.004395526603306033,0.001965739256380208,5,-0.00809439484199469,0.005178550778200764,0.0023159183129982685,5,0.18008266671468304,0.09269841533535694,0.041455991619273415,5,1.7399999999999998,1.3699452543806265,0.6126581428496645,5,7.43176153006805,1.8686969774518851,0.8357066941861613,5,2.923561498220784,1.6001046098349156,0.71558853574033,5,0.31107508638664916,0.22765566682360672,0.10181070929612564,5,0.22695035460992904,0.0730186534821773,0.03265493456233003,5,0.16170212765957448,0.07256951626829211,0.0324540742940356,5,0.29999999999999893,0.11180339887498908,0.049999999999999815,5,0.5900000000000001,0.7797435475847171,0.34871191548325386,5,-2.1431270608062105,2.4712974798167133,1.1051978314988171,5,2.5306316809809166,1.960467380809459,0.8767476662321834,5,0.053452555741342556,0.016740448443647565,0.007486556138765302,5,1.4240313551381996,0.18945530358810544,0.08472698750417272,5,0.014886554914853207,0.0058205523767208755,0.0026030301561891685,5,0.8486646413136427,0.28752797254567797,0.12858641840896584,5,0.44297885046857877,0.18921923824468753,0.08462141587316986,5,0.3401671416890245,0.09011627226038536,0.04030122213062006,5,1.0062633599740494,0.7338463089234606,0.32818604635803367,5,0.36528582590593206,0.0662019240612208,0.029606400488433732,5,0.1141323898599681,0.11778819347345994,0.05267648151071069,5,0.3217279609509271,0.07146795000570211,0.031961438885061276,5,0.20759557109095902,0.16957120324416253,0.07583454749607606,5,0.2741509618261016,0.08822690119666785,0.03945626970398137,5,0.33071149476549033,0.22522692451574566,0.10072454271608423,5,0.48082440543833105,0.11315005691179392,0.050602243782548226,5,0.15011291067284077,0.3043926459002832,0.13612852961681118,5,0.4502249266001641,0.07667432890834369,0.03428980231364675,5,0.7981172005198442,0.028603017320498254,0.012791658218047596,5,0.8800326327799715,0.008678454538952857,0.0038811228577480365,5,0.08191543226012724,0.0252193926277912,0.011278455253399634,5,0.8618354972656801,0.01760837428023566,0.007874704372773173,5,142.4,15.836666315863322,7.082372483850309,5,202.0,28.6705423736629,12.821856339859684,5,0.033654453768594536,0.20842984786477967,0.09321266167311734,5,0.19044190150033552,0.12280335246939149,0.054919328797285207,5
