scenario,condition,time_min,phase_name,n_replicates,vz_abs_mean,vz_abs_sd,vz_abs_sem,vz_abs_n,speckle_length_proxy_um_mean,speckle_length_proxy_um_sd,speckle_length_proxy_um_sem,speckle_length_proxy_um_n,chewer_band_mass_fraction_mean,chewer_band_mass_fraction_sd,chewer_band_mass_fraction_sem,chewer_band_mass_fraction_n,bottom_half_mass_fraction_mean,bottom_half_mass_fraction_sd,bottom_half_mass_fraction_sem,bottom_half_mass_fraction_n
top_two_thirds_mixed_polarity,rotatable_xlink,0.15,growth,5,0.030921958512129488,0.012998776723233525,0.005813229675498426,5,422.0,12.165525060596439,5.440588203494177,5,0.06625180872157278,0.02523014725672051,0.01128326486967138,5,0.32181323496934167,0.054567088422063245,0.02440314380919503,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.16666666666666666,growth,5,0.03530590206637285,0.04447610617866421,0.019890319357998315,5,434.0,12.806248474865697,5.727128425310541,5,0.06910477688378276,0.026222193696146832,0.011726921524750156,5,0.32415268551108245,0.05293882176012848,0.023674960820878468,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.18333333333333332,growth,5,0.047257537486305276,0.025917539058161597,0.01159067582871104,5,442.8,15.53061492665374,6.945502141674134,5,0.07568476737264793,0.034647328953535936,0.0154947565557806,5,0.3269028608182258,0.053491210301008556,0.023921996486358423,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.2,growth,5,0.03861561204991735,0.03809159792124116,0.01703508046469698,5,449.2,16.161683080669537,7.22772439983706,5,0.0807555451589157,0.0334355596132974,0.014952836832215913,5,0.3341568263677023,0.0561437465579045,0.02510824676299886,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.21666666666666667,growth,5,0.03370479072747734,0.03146029304854149,0.014069470769720573,5,460.0,15.165750888103101,6.782329983125268,5,0.08336099178903897,0.0351820298879822,0.0157338820831915,5,0.3319734816140386,0.05493581121157484,0.024568041653635284,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.23333333333333334,growth,5,0.03978869635553965,0.024711755445303303,0.011051433003809754,5,470.4,14.926486525636232,6.675327707311454,5,0.08409352216502729,0.034130248687579794,0.015263511230880279,5,0.32708749954174865,0.056237898177878505,0.025150352647489577,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.25,growth,5,0.02939369828118159,0.03551221917688195,0.015881547222275933,5,482.4,16.211107303327555,7.249827584156743,5,0.08795306498362013,0.03471549956051386,0.015525243378034613,5,0.3330662368246424,0.053669849166936484,0.024001886215886087,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.26666666666666666,growth,5,0.031697124294801024,0.009408141040065751,0.0042074485814985185,5,490.0,17.146428199482248,7.6681158050723255,5,0.09121914650849164,0.03694356305906694,0.016521663666224748,5,0.3299787958884406,0.0534725789898946,0.02391366431072627,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.2833333333333333,growth,5,0.023635360019188957,0.026790472177146356,0.011981063387483207,5,501.2,18.471599822430107,8.260750571225353,5,0.09638736168827464,0.039956613977927984,0.01786914100107305,5,0.33228519128222594,0.051603582148991106,0.02307782351352776,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.3,growth,5,0.022393189835923644,0.014008333914982463,0.0062647173770833085,5,511.2,18.740330840195966,8.380930735902785,5,0.09987842811892497,0.04048473700719754,0.01810532479985902,5,0.33484472407108495,0.050561877616229337,0.022611959083982763,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.31666666666666665,growth,5,0.018853019644092407,0.01242237108219583,0.0055554532363035,5,520.0,18.384776310850235,8.221921916437786,5,0.10231820205985134,0.03749704764779988,0.016769189499205826,5,0.33557779604981414,0.04905855012789513,0.021939650592710903,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.3333333333333333,growth,5,0.01768705468359233,0.015193268798511001,0.00679463636677943,5,529.6,19.204166214652485,8.588364221433554,5,0.10351042618521722,0.03680611724924733,0.01646019603142892,5,0.33953497117360454,0.05245333941024235,0.023457846513634122,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.35,growth,5,0.0381917377199513,0.022047775559770916,0.009860064980861248,5,536.0,17.60681686165901,7.874007874011811,5,0.10005791345669077,0.034250315856032915,0.015317206900985699,5,0.33942331235994894,0.05291391743343427,0.023663823267394045,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.36666666666666664,growth,5,0.012262798751710945,0.01306728690005631,0.005843868358003682,5,549.6,18.72965562950905,8.376156636548771,5,0.10066794308787745,0.033070300308717736,0.014789487905325027,5,0.3427120783402205,0.05009777427422356,0.022404405759720813,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.3833333333333333,growth,5,0.026614842242716198,0.021988936413384983,0.009833751314649848,5,557.2,20.9093280618962,9.350935782048767,5,0.10442295326238163,0.03259408972015705,0.014576520055799652,5,0.3472117274954377,0.05015216125242403,0.022428728355790222,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.4,growth,5,0.04442501851202048,0.027522386710615136,0.012308385517594455,5,565.2,23.263705637752555,10.403845442911962,5,0.107172156248621,0.03094737696929402,0.013840087725730569,5,0.3471539207785484,0.04750180014827805,0.02124345083703186,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.4166666666666667,growth,5,0.019552469526146664,0.01712770929129407,0.007659744454837658,5,571.6,25.744902408049636,11.513470371699402,5,0.11011183799065308,0.023823145528454843,0.010654034567899035,5,0.34691397218539766,0.04250830631349758,0.01901029250507281,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.43333333333333335,growth,5,0.03179902207442868,0.013717476623111811,0.006134642041808454,5,580.0,21.633307652783937,9.67470929795826,5,0.10846745556944977,0.029214099108067052,0.01306494230141078,5,0.34726195562839407,0.041084487093012184,0.018373541192137594,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.45,growth,5,0.03563461180332448,0.020285412278780234,0.009071912161392304,5,587.2,25.518620652378527,11.412274094149682,5,0.11276601217314904,0.03193633784210887,0.014282364473470876,5,0.34443705154944637,0.042573923950298964,0.01903963760435497,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.4666666666666667,growth,5,0.0256279297911286,0.01771678229455496,0.007923185910637918,5,598.0,24.124676163629637,10.78888316740894,5,0.11668614298693211,0.03204218472476918,0.014329700638437854,5,0.3476102903406013,0.043289025808185624,0.019359440877369165,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.48333333333333334,growth,5,0.010473023248746594,0.011304718695899604,0.005055623894108857,5,603.2,24.314604664686613,10.873821775254548,5,0.1184068351946725,0.031193174863492358,0.013950011885761327,5,0.34753905137514207,0.0465686902892005,0.02082615142195733,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.5,growth,5,0.04359854137644368,0.023226370901052402,0.010387148841075243,5,609.2,23.941595602632667,10.707007051459337,5,0.11966190997751039,0.031970307217500174,0.014297556039976508,5,0.3450601859431703,0.04509077294947968,0.02016520669460905,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.5166666666666666,growth,5,0.043726623000563646,0.01772257357415776,0.007925775849611632,5,619.2,21.428952377566198,9.58331884056875,5,0.12425075432182994,0.03287608615119309,0.014702632693641436,5,0.3493859961133743,0.044198706079154874,0.0197662622621047,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.5333333333333333,growth,5,0.03119750624072437,0.03274291251378316,0.014643075632429533,5,628.8,21.890637268019404,9.789790600416334,5,0.1279458648969146,0.03525490371237232,0.015766472248214838,5,0.34832853042838896,0.04350511377119924,0.019456078352252746,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.55,growth,5,0.016495088328290296,0.008973429113004455,0.004013039497590721,5,633.6,21.18490028298458,9.47417542586161,5,0.12900967581142173,0.03704832414141251,0.016568514246528977,5,0.35097485383656135,0.043659025433813684,0.019524909740279928,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.5666666666666667,growth,5,0.025579870863266498,0.019736811608766093,0.008826570483261593,5,643.2,21.475567512873788,9.604165762834375,5,0.1299512346455241,0.03327068368514973,0.014879102075577601,5,0.35162929896236883,0.040885185069963685,0.018284410617819657,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.5833333333333334,growth,5,0.049873572220274755,0.032943357006651235,0.014732717134783229,5,647.6,23.03909720453473,10.303397497913005,5,0.13132854400728672,0.03169316838533486,0.0141736157863912,5,0.3541755729543483,0.03544551129766897,0.01585171455176492,5
top_two_thirds_mixed_polarity,rotatable_xlink,0.6,growth,5,0.031539693678019745,0.023971828439586746,0.010720527587175734,5,654.8,26.252618916976644,11.740528097151335,5,0.13371117277597164,0.032173550727805485,0.01438844930098218,5,0.3604543034336959,0.038796039811346134,0.017350116455191612,5
