case,n,completed_5min,dx_mean,dx_sem,dy_mean,dy_sem,dz_mean,dz_sem,net_displacement_mean,net_displacement_sem,x_velocity_mean,x_velocity_sem,actin_count_mean,actin_count_sem,actin_total_len_mean,actin_total_len_sem,actin_avg_len_mean,actin_avg_len_sem,actin_max_len_mean,actin_max_len_sem,plus_end_x_mean_mean,plus_end_x_mean_sem,minus_end_x_mean_mean,minus_end_x_mean_sem,plus_minus_x_delta_mean,plus_minus_x_delta_sem
01_symmetric_dense_treadmill,3,3,0.0028000000000000017,0.028901441717210815,0.09589999999999999,0.0506636950882977,0.0070999999999999995,0.005260228131934964,0.11444095115569526,0.03884504707968852,9.333333333333334e-06,9.633813905736936e-05,120.0,0.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0014866666666666709,0.029277270241226,0.002799166666666665,0.02890956626322467,-0.0013124999999999936,0.00039909533113446395
02_minus_x_cap_dense_treadmill,3,3,-0.10803333333333333,0.07864253160839738,0.022566666666666665,0.0408191267803601,0.0604,0.055680996159671335,0.16502997122218277,0.07244366293336334,-0.0003601111111111111,0.0002621417720279912,120.0,0.0,120.0,0.0,1.0,0.0,1.0,0.0,-1.0230083333333333,0.07760234280332541,-0.18438,0.0785919981098467,-0.8386283333333333,0.0026112378663087315
03_plus_x_cap_dense_treadmill,3,3,0.1361,0.09030666272946496,0.002033333333333336,0.039384317239790315,-0.053866666666666674,0.07691103807502392,0.21433422364492158,0.058022641735197104,0.0004536666666666667,0.00030102220909821646,120.0,0.0,120.0,0.0,1.0,0.0,1.0,0.0,1.0510630555555556,0.09222748155644188,0.2124919444444444,0.09043965671150944,0.838571111111111,0.0019046604838244157
04_no_nucleator_control,3,3,0.4722333333333333,0.4803358038335727,0.5447666666666666,0.9707419745283045,0.06999999999999999,0.46217542124176186,1.590131985829957,0.6202791633505881,0.0015741111111111112,0.0016011193461119091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
