case,frame,time_s,time_min,n,dx_mean,dx_sem,dy_mean,dy_sem,dz_mean,dz_sem,net_displacement_mean,net_displacement_sem
01_symmetric_dense_treadmill,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_symmetric_dense_treadmill,1,1.0,0.016666666666666666,3,0.0001333333333333333,0.0009207484877955423,0.009366666666666666,0.006508797465311428,0.004666666666666667,0.0010365541203644145,0.012826261358977574,0.004098191850348889
01_symmetric_dense_treadmill,2,2.0,0.03333333333333333,3,0.007633333333333333,0.005081119736610995,0.010466666666666668,0.00738474403377967,3.333333333333335e-05,0.0007512951779723098,0.016750648012331035,0.004953237552365307
01_symmetric_dense_treadmill,3,3.0,0.05,3,0.0076,0.0022113344387495984,0.0164,0.008087644898238301,-0.0005666666666666666,0.0014240006242195885,0.02069689401305408,0.0046548493465993525
01_symmetric_dense_treadmill,4,4.0,0.06666666666666667,3,0.0076,0.0020223748416156686,0.0147,0.008680053763274357,0.0084,0.0037581023580170528,0.019983798289099432,0.008129303145839744
01_symmetric_dense_treadmill,5,5.0,0.08333333333333333,3,0.012966666666666668,0.0028262656948308627,0.020833333333333332,0.008642209079730586,0.006266666666666667,0.004571773300494143,0.026264651692900293,0.008909397794388143
01_symmetric_dense_treadmill,6,6.0,0.1,3,0.011733333333333333,0.0025621171800767517,0.0194,0.007353230582539896,0.010033333333333333,0.005441302948538868,0.02543578743251333,0.008608253336807951
01_symmetric_dense_treadmill,7,7.0,0.11666666666666667,3,0.011566666666666668,0.0025982900359873434,0.021966666666666666,0.008216311689424749,0.006866666666666667,0.004395578586615318,0.026462214025169416,0.008671348286727389
01_symmetric_dense_treadmill,8,8.0,0.13333333333333333,3,0.011333333333333334,0.003959096417674675,0.019700000000000002,0.009132907532653554,0.011066666666666664,0.0030278338424982597,0.027118145005077726,0.007749716494284734
01_symmetric_dense_treadmill,9,9.0,0.15,3,0.006566666666666668,0.0034507648105568975,0.018033333333333335,0.011399025299462134,0.0089,0.0046130250378683185,0.024581677705959024,0.009206640388700173
01_symmetric_dense_treadmill,10,10.0,0.16666666666666666,3,0.007333333333333333,0.008082972500537437,0.015233333333333335,0.008176660551703109,0.009733333333333333,0.005872345736112994,0.023561152440205565,0.008910539518534467
01_symmetric_dense_treadmill,11,11.0,0.18333333333333332,3,0.007866666666666666,0.009015234020503542,0.0161,0.004909514572066503,0.0055000000000000005,0.005736142722538668,0.022525244299041135,0.007762732635328285
01_symmetric_dense_treadmill,12,12.0,0.2,3,0.0034,0.007695669778085163,0.017699999999999997,0.004779121258139407,0.0037333333333333333,0.008256378005988933,0.023558240869490685,0.006490735210092098
01_symmetric_dense_treadmill,13,13.0,0.21666666666666667,3,0.005733333333333333,0.009919061335518486,0.01746666666666667,0.004775399925078992,0.0067666666666666665,0.0055633722786733505,0.02523570620433166,0.005059107251712333
01_symmetric_dense_treadmill,14,14.0,0.23333333333333334,3,0.005299999999999999,0.004366157731156003,0.018033333333333335,0.004205683984535426,0.007066666666666666,0.006373207809084666,0.022771785261671697,0.004439170117430639
01_symmetric_dense_treadmill,15,15.0,0.25,3,0.0011333333333333334,0.0018888562088676254,0.017533333333333335,0.008568222945538034,0.005066666666666668,0.00727652236839672,0.02389255724399882,0.0034189941266089432
01_symmetric_dense_treadmill,16,16.0,0.26666666666666666,3,0.00023333333333333366,0.006703315929034261,0.015966666666666667,0.01166566662380585,0.004266666666666667,0.008894255324521429,0.027063922708434846,0.005522563759939657
01_symmetric_dense_treadmill,17,17.0,0.2833333333333333,3,-0.0040999999999999995,0.006317436188834835,0.0133,0.006351640208114226,0.0016666666666666663,0.005171825381601526,0.018298237494114165,0.006150386354083559
01_symmetric_dense_treadmill,18,18.0,0.3,3,-0.004900000000000001,0.008457146879020922,0.0141,0.0067419087307181306,0.0089,0.0046188021535170055,0.02256728418001268,0.00588929897095357
