model,group,case,xlink_regime,run_dir,run_path,n_frames_used,threshold_vz_abs,mean_vz_abs,std_vz_abs,peak_vz_abs,time_to_peak_min,auc_vz_abs,active_transport_fraction,onset_time_min,net_z_displacement,abs_net_z_displacement,early_mean_vz_abs,mid_mean_vz_abs,late_mean_vz_abs
control,control,c0_m0,1:16,r0028,/home/thekaka/project/cytosim/control/2/r0028,800,0.009608760109627612,0.004030947830943465,0.0035059015253287177,0.032256521997606244,0.65,3.2212252603541103,0.06875,0.6166666666666667,0.10326377742107931,0.10326377742107931,0.0041759202594275025,0.0037533166680969302,0.0042173115797797716
control,control,c0_m0,1:16,r0029,/home/thekaka/project/cytosim/control/2/r0029,800,0.009608760109627612,0.0033842346081382722,0.0028384735402139467,0.01865956829981774,9.85,2.704022355447892,0.0375,nan,0.28214378180497246,0.28214378180497246,0.003683357571558124,0.003350624503723124,0.0031489573785106863
control,control,c0_m0,1:16,r0030,/home/thekaka/project/cytosim/control/2/r0030,800,0.009608760109627612,0.003154002311897632,0.002760928156168861,0.021107756300805136,1.4,2.5175508289999255,0.03125,nan,-0.15904154588027808,0.15904154588027808,0.003720712586134374,0.002876547519746554,0.0029539742739771034
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0001,400,0.009560635356359143,0.002654356632503071,0.002202018138560182,0.014970753701706113,8.966666666666667,2.1201408243971054,0.01,nan,0.28874024526198394,0.28874024526198394,0.002809924109908658,0.00250120051189459,0.0026884092147932037
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0002,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0002,400,0.009560635356359143,0.0019221376053528908,0.0014932006275012151,0.008782740423711733,0.4,1.5349219371972724,0.0,nan,0.05210748245328227,0.05210748245328227,0.0019467386963923053,0.0018862302753946136,0.0019409053126815262
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0003,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0003,400,0.009560635356359143,0.002023100968763895,0.001552549091394627,0.008295058448226394,10.133333333333333,1.6145581808688572,0.0,nan,0.18017782426778262,0.18017782426778262,0.0020805895490884404,0.0020904089413243516,0.0018938083203464185
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0004,400,0.009560635356359143,0.0029179869947559022,0.002493901251896724,0.019189068692670258,0.03333333333333333,2.3147116797717913,0.0225,nan,-0.0011431960936039154,0.0011431960936039154,0.0031251597805845104,0.0027397968231264425,0.0029338264163651746
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0005,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0005,400,0.009560635356359143,0.0022460690721381304,0.001746515872189295,0.011030483937039481,8.433333333333334,1.7914002284396153,0.005,nan,0.1596593932943061,0.1596593932943061,0.0021211544376065336,0.0025198321801037805,0.002046071937133645
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0006,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0006,400,0.009560635356359143,0.0018812238672063037,0.0015541722197259602,0.010775292685201526,0.7333333333333333,1.50243047905135,0.0025,nan,-0.03617211480690552,0.03617211480690552,0.0019359728185779788,0.0020744013138751724,0.0016102945373318027
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0007,400,0.009560635356359143,0.0025066460734203544,0.0020692560618185774,0.012349307271457693,8.866666666666667,1.9977621532597132,0.0075,nan,-0.0962732700649318,0.0962732700649318,0.002242451896967702,0.0028228061429490746,0.0023846239098215564
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0008,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0008,400,0.009560635356359143,0.002186881615443982,0.0017103523734041067,0.00933593276524497,2.7666666666666666,1.7459243904984212,0.0,nan,0.12599469496021287,0.12599469496021287,0.002324133527439018,0.0020505533804112755,0.0022183034301576973
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0009,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0009,400,0.009560635356359143,0.001973928590007069,0.0014990404604630098,0.009328177295223422,4.2,1.5764615645490663,0.0,nan,0.023748723186925114,0.023748723186925114,0.0018340135967932262,0.002021573780888718,0.0020464713805429468
fixed_global_motor_force,c40_m12,uf0p5,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0010,400,0.009560635356359143,0.0022203859568559734,0.001803285311595942,0.010520003426121374,1.8333333333333333,1.7705405431460268,0.0075,nan,-0.1103828002097531,0.1103828002097531,0.0021456286548349286,0.0021753309147660898,0.0023398850045963323
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0011,400,0.009853449874497095,0.0021516864997928216,0.0016497676202943154,0.008670781397183025,2.933333333333333,1.7174266056919971,0.0,nan,0.1848849372384942,0.1848849372384942,0.001777848380301262,0.002389222003268279,0.0022192926883285234
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0012,400,0.009853449874497095,0.002105391546680763,0.001774402733405441,0.010078631452251414,1.1666666666666667,1.6832661169257626,0.0025,nan,0.2191099476439792,0.2191099476439792,0.002441771399290651,0.0019849768290832784,0.0019377045633147026
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0013,400,0.009853449874497095,0.0027135415418479934,0.0023377838853063954,0.012806898029369865,2.0,2.1632176002120156,0.01,nan,-0.062227655394207104,0.062227655394207104,0.0024316375826632696,0.003119045779178503,0.002505304408591549
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0014,400,0.009853449874497095,0.0023294522518482862,0.0018827008598692814,0.011404179408766632,5.0,1.8585814262476499,0.0025,nan,-0.04735234215885892,0.04735234215885892,0.002158090455317835,0.0025644762752812635,0.0022160053073610885
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0015,400,0.009853449874497095,0.00186508308850544,0.0014672982157261777,0.008679559463399655,6.066666666666666,1.487211145984572,0.0,nan,0.0062787594600461905,0.0062787594600461905,0.0017224500421414782,0.0018602653270974356,0.002000167032997899
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0016,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0016,400,0.009853449874497095,0.0027737495866566224,0.0024522151154932484,0.02084477204926881,0.03333333333333333,2.1952152927864517,0.0075,nan,0.1148946446208729,0.1148946446208729,0.0029679077013766994,0.0027266702596461336,0.0026512845744419973
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0017,400,0.009853449874497095,0.002340747961880802,0.0021889089662098936,0.016322925778884362,5.733333333333333,1.867417022354382,0.01,nan,-0.04844559585492225,0.04844559585492225,0.0024088934216394495,0.002518398771310078,0.0020754278769520187
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0018,400,0.009853449874497095,0.0018910019262100358,0.0014173309674758222,0.00997496531905133,13.0,1.5037388791347812,0.0025,nan,0.004142931123770038,0.004142931123770038,0.00172309686130847,0.001977193530757946,0.0019448336975161414
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0019,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0019,400,0.009853449874497095,0.002376489350706695,0.00196321638927245,0.01170164872628359,5.633333333333334,1.8861936525957859,0.0025,nan,-0.08693319980825487,0.08693319980825487,0.002389152230015076,0.002249544218726939,0.0025103434511591074
fixed_global_motor_force,c40_m12,uf0p5,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0020,400,0.009853449874497095,0.002363541998466117,0.0019247111398969245,0.009885063163829477,11.633333333333333,1.8838962596802133,0.0025,nan,-0.0922254260899274,0.0922254260899274,0.0023809769308626044,0.0024323378827701215,0.002268930245788387
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0021,400,0.009608760109627612,0.002099270047550589,0.0016323155176545053,0.00919327768430045,5.533333333333333,1.6694174118954814,0.0,nan,-0.13514902363823278,0.13514902363823278,0.001691541275825448,0.0023039797697167654,0.0022352491735839124
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0022,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0022,400,0.009608760109627612,0.002661048432275791,0.002125763581446483,0.011893195203586227,3.8,2.121455326131514,0.0075,nan,0.11658031088082996,0.11658031088082996,0.0024555907591002706,0.002696563337093926,0.002807019633689278
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0023,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0023,400,0.009608760109627612,0.0024387034277352656,0.0019496334767822403,0.013302034428795004,1.1333333333333333,1.9488777798365358,0.0025,nan,-0.09253670962837501,0.09253670962837501,0.002511447560194584,0.0022923839838021286,0.002540164227943752
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0024,400,0.009608760109627612,0.001998098260823971,0.00153693832130307,0.007529229844495472,0.6,1.5962742518127035,0.0,nan,0.17245850622406644,0.17245850622406644,0.0022308506009330923,0.001754651631004711,0.0020654224287621663
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0025,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0025,400,0.009608760109627612,0.0027413948266854114,0.002427052766724966,0.013887540805101595,7.5,2.18863273898546,0.0225,nan,-0.0957278481012657,0.0957278481012657,0.002670132147567364,0.0028318792414732652,0.0027025215182645682
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0026,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0026,400,0.009608760109627612,0.0023268037732384114,0.0017378653348290346,0.009506946950559356,7.566666666666666,1.8541577425171099,0.0,nan,0.128067484662576,0.128067484662576,0.0023179221714575114,0.002387978344320296,0.0022648245743807347
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0027,400,0.009608760109627612,0.0020639188155151837,0.0017232403486358845,0.00913716326618362,13.166666666666666,1.6455651042256185,0.0,nan,-0.09637305699481874,0.09637305699481874,0.001901040726475942,0.0018495900465307503,0.002457291395235297
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0028,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0028,400,0.009608760109627612,0.0026346081752538345,0.0021326340737314554,0.013387533253829853,11.733333333333333,2.097541146943611,0.0175,nan,0.14814088266918649,0.14814088266918649,0.002438450319013778,0.0025916863301143635,0.0028619445238300743
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0029,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0029,400,0.009608760109627612,0.002358964334235802,0.0019876040494046314,0.01138661127191476,5.6,1.874030927617214,0.005,nan,-0.0032270388884152457,0.0032270388884152457,0.0020928519775610293,0.0023663870198556247,0.002592200728139043
fixed_global_motor_force,c40_m12,uf0p5,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf0p5/r0030,400,0.009608760109627612,0.0020882020560761268,0.001588279346372068,0.009452709195202802,0.1,1.6602272355005274,0.0,nan,-0.04564307206781337,0.04564307206781337,0.0023508992165688788,0.00190765289261509,0.002056304440965578
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0001,400,0.009560635356359143,0.002593559676571566,0.00226621154942069,0.012796211239950242,12.233333333333333,2.0677102929417845,0.01,nan,0.37789371051046355,0.37789371051046355,0.002344790405751845,0.0025334726180371893,0.002888342898004415
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0002,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0002,400,0.009560635356359143,0.0021702714629426943,0.0016904166151525324,0.010510141575514859,10.233333333333333,1.7270061171726157,0.005,nan,0.20618522347985102,0.20618522347985102,0.0020852835997055693,0.0021379500950753604,0.0022844833782504656
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0003,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0003,400,0.009560635356359143,0.002222202166759057,0.0018046443531702224,0.009786251678936098,11.666666666666666,1.7718655069921512,0.0025,nan,0.15199161425576468,0.15199161425576468,0.002465352877824129,0.0020443557281527264,0.0022049657635087204
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0004,400,0.009560635356359143,0.0029725953516882785,0.0026901132440809027,0.015852584152903082,12.433333333333334,2.3611608647259037,0.03,nan,0.44265327695560286,0.44265327695560286,0.0033190156261207657,0.0028650424328784227,0.00278106042927616
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0005,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0005,400,0.009560635356359143,0.0025735085644293942,0.001994015507898745,0.012871064997648802,7.366666666666666,2.045359486931366,0.0025,nan,0.4458775923115833,0.4458775923115833,0.0027525160489971705,0.0026253169059605006,0.002351576183565032
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0006,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0006,400,0.009560635356359143,0.0023154853443349993,0.0019695383347581147,0.012389487951222425,5.3,1.8505970779244991,0.0075,nan,0.32855680655066466,0.32855680655066466,0.002281254637438141,0.002505009541786862,0.002129567974128487
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0007,400,0.009560635356359143,0.002174531440142929,0.0017898466040456578,0.009151231213191724,11.233333333333333,1.7264195516815772,0.0,nan,0.22884918549658417,0.22884918549658417,0.0024294350908251033,0.0021080477452968013,0.0020191041103394215
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0008,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0008,400,0.009560635356359143,0.0027198297264919794,0.0021106965406013844,0.011165671329788893,0.3333333333333333,2.166583997996949,0.01,nan,0.2882170773285436,0.2882170773285436,0.002778408719106598,0.0027355849320405703,0.0026485764367711532
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0009,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0009,400,0.009560635356359143,0.0022941569926613406,0.0019426331539126904,0.01212440695835518,2.6666666666666665,1.8326763294448145,0.0025,nan,0.22471022128556362,0.22471022128556362,0.002455689842948933,0.0024229177086982326,0.0019999851102967814
fixed_global_motor_force,c40_m12,uf1p0,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0010,400,0.009560635356359143,0.0025316598932424474,0.0022721120067971845,0.01648133076549102,9.9,2.0043167107877253,0.02,nan,-0.0810456874132699,0.0810456874132699,0.002887270967249195,0.0023882235728951737,0.0023728639409164023
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0011,400,0.009853449874497095,0.002445202266628287,0.0018630052276870511,0.010882251382577646,7.266666666666667,1.9504816004441552,0.005,nan,0.10578893442622928,0.10578893442622928,0.0024867417947964468,0.0026468358803257894,0.002176589702455492
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0012,400,0.009853449874497095,0.0019035741269536343,0.0015319072971109438,0.008507841733233455,6.6,1.522067744834676,0.0,nan,0.32110817941952513,0.32110817941952513,0.0019918405843685635,0.002056024719082327,0.0016488313998415704
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0013,400,0.009853449874497095,0.0024290117156319092,0.00211811319378345,0.011463504997413304,0.5333333333333333,1.938685638303074,0.005,nan,0.2538659793814425,0.2538659793814425,0.0026194970391581842,0.002023541052372692,0.002720254814786534
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0014,400,0.009853449874497095,0.002889972698257562,0.002431881827876625,0.012008072536223248,8.966666666666667,2.310579379358847,0.0175,nan,0.4404883011190237,0.4404883011190237,0.00251818584129364,0.002888245014324673,0.0032296810079418385
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0015,400,0.009853449874497095,0.0021427777132126576,0.0016415943510427345,0.007764600574272862,7.3,1.7048957456996594,0.0,nan,0.2935233160621762,0.2935233160621762,0.002322891299647518,0.002029082471219942,0.002109348472855091
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0016,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0016,400,0.009853449874497095,0.0023855117286411963,0.0020151321674570658,0.013766809971450897,1.3666666666666667,1.9010329367063878,0.0125,nan,0.1553373615307153,0.1553373615307153,0.002201688047255971,0.00251332286610541,0.002406147968833636
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0017,400,0.009853449874497095,0.0021120613974049676,0.0015511099529206156,0.012204724409448975,13.333333333333334,1.67587041659952,0.0025,nan,0.28609364542968274,0.28609364542968274,0.0020769960303872134,0.0021527520240028413,0.0020973223492021555
fixed_global_motor_force,c40_m12,uf1p0,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m12/uf1p0/r0018,400,0.009853449874497095,0.0019195648080819608,0.0014945909520255219,0.008578045714482938,3.2666666666666666,1.5321665917738803,0.0,nan,0.1050938337801603,0.1050938337801603,0.0018649112695970412,0.0018734050874852507,0.0020220665574652574
