model,group,case,xlink_regime,run_dir,run_path,status,dt_s
fixed_global_motor_force,c40_m50,uf2p5,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0017,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0018,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:8,r0019,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0019,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0020,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0021,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0022,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0022,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0023,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0023,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0024,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0025,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0025,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0026,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0026,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0027,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0028,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0028,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0029,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0029,ok,2.0
fixed_global_motor_force,c40_m50,uf2p5,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf2p5/r0030,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0001,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0002,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0002,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0003,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0003,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0004,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0005,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0005,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0006,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0006,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0007,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0008,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0008,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0009,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0009,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0010,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0011,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0012,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0012,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0013,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0013,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0014,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0015,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0015,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0016,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0016,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0017,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0018,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0018,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0019,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0019,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0020,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0021,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0022,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0022,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0023,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0023,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0024,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0025,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0025,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0026,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0026,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0027,ok,2.0
fixed_global_motor_force,c40_m50,uf5p0,1:16,r0028,/home/thekaka/project/cytosim/clu_fixed_global_force_sweep/c40_m50/uf5p0/r0028,ok,2.0
