model,group,case,xlink_regime,run_dir,run_path,n_frames_used,threshold_vz_abs,mean_vz_abs,peak_vz_abs,time_to_peak_min,auc_vz_abs,active_transport_fraction,onset_time_min,net_z_displacement,abs_net_z_displacement,early_mean_vz_abs,mid_mean_vz_abs,late_mean_vz_abs
rotatable,total480,c80_m6,1:8,r0017,/home/thekaka/project/cytosim/clu/job16/save/r0017,400,0.009853449874497095,0.004422089242148164,0.01695015854299782,1.2333333333333334,3.5290441450370684,0.075,1.7333333333333334,0.9090674909840288,0.9090674909840288,0.004533572479109511,0.004467395727932692,0.004268940554620841
rotatable,total480,c80_m6,1:8,r0020,/home/thekaka/project/cytosim/clu/job16/save/r0020,400,0.009853449874497095,0.0048231291956725465,0.019086826347305297,11.166666666666666,3.85239058208694,0.1175,2.7,-0.5573852295409187,0.5573852295409187,0.005041452968446416,0.004842075245523135,0.0046031105969116404
rotatable,total480,c80_m6,1:8,r0023,/home/thekaka/project/cytosim/clu/job16/save/r0023,400,0.009853449874497095,0.004412924455933912,0.024178224232415113,8.5,3.5206231781925066,0.0875,5.4,0.3789390756302521,0.3789390756302521,0.004523047019405744,0.004507825163871444,0.004204224522775301
rotatable,total480,c80_m6,1:8,r0026,/home/thekaka/project/cytosim/clu/job16/save/r0026,400,0.009853449874497095,0.004326595426066582,0.018549209586945364,5.666666666666667,3.4564310928198294,0.0725,3.433333333333333,-0.6042801448042849,0.6042801448042849,0.004670925112516498,0.004012803089140944,0.004373111592870441
rotatable,total480,c80_m6,1:8,r0029,/home/thekaka/project/cytosim/clu/job16/save/r0029,400,0.009853449874497095,0.004368030895595255,0.015194805194805261,2.6,3.4816904237419104,0.0925,0.9333333333333333,0.036103896103895305,0.036103896103895305,0.004444975355284897,0.004668846658628244,0.003953689253167651
rotatable,total480,c80_m6,1:16,r0003,/home/thekaka/project/cytosim/clu/job16/save/r0003,400,0.009608760109627612,0.004034159174057929,0.014810426540284555,1.6666666666666667,3.211866648105591,0.08,0.03333333333333333,-0.09268035808320196,0.09268035808320196,0.004091205644525867,0.003263349371575044,0.0048649449785369255
rotatable,total480,c80_m6,1:16,r0006,/home/thekaka/project/cytosim/clu/job16/save/r0006,400,0.009608760109627612,0.003982547617853741,0.019306282722512835,2.1333333333333333,3.1772801853424273,0.07,2.1,0.4379581151832467,0.4379581151832467,0.004872951211880621,0.0034564074645954766,0.003776158268995273
rotatable,total480,c80_m6,1:16,r0009,/home/thekaka/project/cytosim/clu/job16/save/r0009,400,0.009608760109627612,0.004546201848803467,0.021956524069112582,2.6,3.634271860968541,0.1025,2.5,0.6188811188811184,0.6188811188811184,0.004302075095129129,0.004774072081764385,0.004507045732338645
rotatable,total480,c80_m6,1:16,r0012,/home/thekaka/project/cytosim/clu/job16/save/r0012,400,0.009608760109627612,0.004413790479407358,0.020402892561983382,3.6,3.523871250525695,0.0675,3.566666666666667,-0.1418604651162796,0.1418604651162796,0.004640946746055695,0.004529684897218898,0.004074738888545655
rotatable,total480,c80_m6,1:16,r0015,/home/thekaka/project/cytosim/clu/job16/save/r0015,400,0.009608760109627612,0.004883814724693626,0.02306401960836449,6.4,3.898546625115724,0.12,1.0,-1.3139175257731959,1.3139175257731959,0.0059459007076150825,0.0049955322615996434,0.0037910982170328887
rotatable,total480,c80_m6,1:16,r0018,/home/thekaka/project/cytosim/clu/job16/save/r0018,400,0.009608760109627612,0.004051754399763817,0.01939543331603516,0.9,3.236733047574416,0.085,0.8666666666666667,-1.0223144784639342,1.0223144784639342,0.004046430613624969,0.003761442255735846,0.004389008996364722
rotatable,total480,c80_m6,1:16,r0021,/home/thekaka/project/cytosim/clu/job16/save/r0021,400,0.009608760109627612,0.003697981054975474,0.014697876973326363,2.8333333333333335,2.955254740550875,0.045,5.666666666666667,0.27218290691344593,0.27218290691344593,0.004028879208882525,0.00354447423236316,0.0035731653532724826
rotatable,total480,c80_m6,1:16,r0024,/home/thekaka/project/cytosim/clu/job16/save/r0024,400,0.009608760109627612,0.004429342113704765,0.021863746105393572,2.2,3.52760475931279,0.075,2.1,-0.32272564334277754,0.32272564334277754,0.0046475834226624504,0.00442829895977444,0.004232286826098538
rotatable,total480,c80_m6,1:16,r0027,/home/thekaka/project/cytosim/clu/job16/save/r0027,400,0.009608760109627612,0.004109933056798729,0.019400910010111273,0.3333333333333333,3.282638053123513,0.0725,0.3333333333333333,-0.554347826086957,0.554347826086957,0.0049332916999392145,0.0038110796914772793,0.0037041950893521615
rotatable,total480,c80_m6,1:16,r0030,/home/thekaka/project/cytosim/clu/job16/save/r0030,400,0.009608760109627612,0.004122348846350962,0.019049439347604502,10.933333333333334,3.2889596071521248,0.065,10.9,0.4176860346585121,0.4176860346585121,0.004208141675634708,0.003741056495887844,0.00448100919661586
fixed_global,mpc12,c10_m12,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0001,400,0.009560635356359143,0.0028010079336086235,0.013012559420711826,0.13333333333333333,2.237665427093673,0.0125,nan,0.20993948318746194,0.20993948318746194,0.0027979887816387294,0.002709764733108681,0.0029082274691766296
fixed_global,mpc12,c10_m12,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0004,400,0.009560635356359143,0.0025246264951874382,0.016778328819700344,6.366666666666666,2.005605860424682,0.01,nan,0.07246677828099912,0.07246677828099912,0.0023382875024026578,0.0025005903000193215,0.0027214186281386316
fixed_global,mpc12,c10_m12,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0007,400,0.009560635356359143,0.00238806236913496,0.013110908894027634,5.2,1.9016137577580414,0.005,nan,-0.21961046263259176,0.21961046263259176,0.0023897544048903413,0.002437566655618258,0.002329841031521332
fixed_global,mpc12,c10_m12,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0010,400,0.009560635356359143,0.0027522305170385626,0.010895001306771762,2.1333333333333333,2.18525758564558,0.02,nan,0.017622304050501192,0.017622304050501192,0.0027634664866152377,0.0028333788786149474,0.0026491058253127445
fixed_global,mpc12,c10_m12,1:4,r0013,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0013,400,0.009560635356359143,0.002949715553868514,0.020070149185729996,2.7666666666666666,2.353921401611201,0.0225,nan,0.15417081597428717,0.15417081597428717,0.0029998293771203314,0.00283446272477093,0.0030361611981255454
fixed_global,mpc12,c10_m12,1:4,r0016,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0016,400,0.009560635356359143,0.0029421972527476415,0.011238891792995143,2.066666666666667,2.348941251437483,0.0125,nan,0.21208350275223742,0.21208350275223742,0.0030354971981609905,0.003207916507920903,0.0025531851780897946
fixed_global,mpc12,c10_m12,1:4,r0019,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0019,400,0.009560635356359143,0.002927392131398314,0.013455538221528979,10.866666666666667,2.3286122271135854,0.015,nan,-0.01887521446803908,0.01887521446803908,0.0026826044929495036,0.0028374754542609803,0.003252714501978532
fixed_global,mpc12,c10_m12,1:4,r0022,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0022,400,0.009560635356359143,0.002934121939043918,0.01192658329036256,3.8666666666666667,2.3397719678510818,0.02,nan,0.4115344467640916,0.4115344467640916,0.003520297409763139,0.002905373501717679,0.0024345599892984875
fixed_global,mpc12,c10_m12,1:4,r0025,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0025,400,0.009560635356359143,0.0029667889941871737,0.012903224740021424,7.566666666666666,2.3501096160391652,0.02,nan,0.11860001532376674,0.11860001532376674,0.0033946074080625725,0.0029991265819307614,0.0025411322811130462
fixed_global,mpc12,c10_m12,1:4,r0028,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0028,400,0.009560635356359143,0.0028053630284764664,0.015551813117603425,2.3,2.229860870374342,0.0125,nan,0.45543068431709566,0.45543068431709566,0.0032323207849693568,0.0024638584118595428,0.00280855172671986
fixed_global,mpc12,c10_m12,1:8,r0002,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0002,400,0.009853449874497095,0.0021534637478540005,0.010812172883801374,13.333333333333334,1.7084901717508891,0.0075,nan,0.2006680369989715,0.2006680369989715,0.0020157799917175866,0.002109786891088482,0.002328546919572024
fixed_global,mpc12,c10_m12,1:8,r0005,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0005,400,0.009853449874497095,0.002567826620133937,0.012788204560888472,13.333333333333334,2.0405578195797336,0.005,nan,0.16344142259414174,0.16344142259414174,0.002645268515527503,0.002230244166486286,0.002884023433075259
fixed_global,mpc12,c10_m12,1:8,r0008,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0008,400,0.009853449874497095,0.002006251730733501,0.008658254581422928,5.333333333333333,1.601177544924353,0.0,nan,-0.005274261603374797,0.005274261603374797,0.0019462608837792466,0.0019205339647538628,0.0021588973466457307
fixed_global,mpc12,c10_m12,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0011,400,0.009853449874497095,0.0024688172561442875,0.012001464577744314,4.833333333333333,1.9648407871977753,0.005,nan,0.2278369255481194,0.2278369255481194,0.0023581978992664784,0.0027636070507100754,0.0022317579758663574
fixed_global,mpc12,c10_m12,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0014,400,0.009853449874497095,0.0025271205332465445,0.011253369272237107,12.033333333333333,2.016332748513771,0.0075,nan,0.29773169555720747,0.29773169555720747,0.0023732895979157783,0.0027830818061503186,0.002373774658199179
fixed_global,mpc12,c10_m12,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0017,400,0.009853449874497095,0.002432760336411765,0.012801102696211597,7.466666666666667,1.9386299750224865,0.0075,nan,0.19246332827516427,0.19246332827516427,0.002076054659283134,0.0026098410149531562,0.002554026548603357
fixed_global,mpc12,c10_m12,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0020,400,0.009853449874497095,0.0024961618584631914,0.012677075704475349,10.0,1.98894960190322,0.0075,nan,-0.03732107016034791,0.03732107016034791,0.0020543843369278396,0.002498929022548649,0.002894302701592108
fixed_global,mpc12,c10_m12,1:8,r0023,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0023,400,0.009853449874497095,0.0026195611461533362,0.016241294746244965,11.0,2.0909442890085113,0.0075,nan,0.35883221398795634,0.35883221398795634,0.0025510804322034604,0.002701932979598799,0.0025874499243458246
fixed_global,mpc12,c10_m12,1:8,r0026,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0026,400,0.009853449874497095,0.002687279707364747,0.012219328108137074,12.666666666666666,2.1422481568209957,0.01,nan,0.22354975752605874,0.22354975752605874,0.0027526093185873605,0.0025285488630064773,0.002809687363229246
fixed_global,mpc12,c10_m12,1:8,r0029,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0029,400,0.009853449874497095,0.002541079341468454,0.010383597883597953,0.43333333333333335,2.025459982957947,0.0025,nan,0.31094658910629225,0.31094658910629225,0.002375219184234435,0.0024751406896486973,0.002767248474932667
fixed_global,mpc12,c10_m12,1:16,r0003,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0003,400,0.009608760109627612,0.0023577837880026046,0.009871208117111813,7.5,1.879257489875497,0.0025,nan,0.4223025296850803,0.4223025296850803,0.0021840841805391108,0.0025528314028295455,0.002292235017499664
fixed_global,mpc12,c10_m12,1:16,r0006,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0006,400,0.009608760109627612,0.0022325899476231524,0.012087453076763024,10.033333333333333,1.780209529750424,0.005,nan,0.10343929129755125,0.10343929129755125,0.0023147633282591413,0.00204105770201384,0.002377255631178221
fixed_global,mpc12,c10_m12,1:16,r0009,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0009,400,0.009608760109627612,0.0020340456486663498,0.011491015808047816,3.0,1.6213239225320515,0.0025,nan,0.2614395886889461,0.2614395886889461,0.002447430208352576,0.0018364886622283497,0.001884738666704815
fixed_global,mpc12,c10_m12,1:16,r0012,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0012,400,0.009608760109627612,0.0022555765481918786,0.010080158168929126,12.166666666666666,1.7978264190205944,0.005,nan,0.14225053078556316,0.14225053078556316,0.0023705881680468875,0.002269156709094676,0.0021355505413356538
fixed_global,mpc12,c10_m12,1:16,r0015,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0015,400,0.009608760109627612,0.0020890755780940736,0.009100393381719196,7.833333333333333,1.661541207399895,0.0,nan,0.11892945741136018,0.11892945741136018,0.0018707965817466056,0.0022933901946407525,0.002053411517661607
fixed_global,mpc12,c10_m12,1:16,r0018,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0018,400,0.009608760109627612,0.002106632117621316,0.009473550356052891,1.9333333333333333,1.6842884000990879,0.0,nan,0.3298575788402849,0.3298575788402849,0.0023561087050430465,0.0021593267518801797,0.0018196709798960068
fixed_global,mpc12,c10_m12,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0021,400,0.009608760109627612,0.0020198834036899167,0.010647333065543232,13.333333333333334,1.6012562907128365,0.0025,nan,0.24624301323852407,0.24624301323852407,0.0018871151971756076,0.0019820123277222903,0.002183853464532257
fixed_global,mpc12,c10_m12,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0024,400,0.009608760109627612,0.0022227186642563897,0.009379885356956864,9.2,1.7759613897384445,0.0,nan,0.11302083333333353,0.11302083333333353,0.002100304610945402,0.002334593755797697,0.0022058179666442634
fixed_global,mpc12,c10_m12,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0027,400,0.009608760109627612,0.002083818763671185,0.01270610662148064,0.03333333333333333,1.6500520293154677,0.01,nan,-0.15588096324296075,0.15588096324296075,0.002679110893841179,0.0018793086509262516,0.0017772290951330993
fixed_global,mpc12,c10_m12,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c10_m12/r0030,400,0.009608760109627612,0.002120096281856691,0.012197943193916927,4.5,1.683856005776218,0.005,nan,0.06487173742824726,0.06487173742824726,0.002072564944219974,0.0021922582019547974,0.0020806454510479376
fixed_global,mpc12,c20_m12,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0001,400,0.009560635356359143,0.002399117515356536,0.015163827764411025,12.333333333333334,1.9108510732882158,0.0025,nan,0.16640906749098355,0.16640906749098355,0.0022557205147893597,0.0023691486373919944,0.0025636944219380275
fixed_global,mpc12,c20_m12,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0004,400,0.009560635356359143,0.0028660482543616883,0.012999988540586274,4.666666666666667,2.288846015888273,0.0225,nan,0.5101178334668902,0.5101178334668902,0.003010844858726642,0.0026264236656348664,0.0030088947611524807
fixed_global,mpc12,c20_m12,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0007,400,0.009560635356359143,0.002761447091305157,0.013509143774350217,11.533333333333333,2.2035420268413284,0.015,nan,0.3006489425673461,0.3006489425673461,0.0027193416555759105,0.0028048505370308957,0.0027499969385793516
fixed_global,mpc12,c20_m12,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0010,400,0.009560635356359143,0.0031341883118676883,0.01916903080129706,8.366666666666667,2.505110855938933,0.035,8.666666666666666,0.5291338582677169,0.5291338582677169,0.0031420276480485163,0.0033612324787713078,0.002867092845905387
fixed_global,mpc12,c20_m12,1:4,r0013,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0013,400,0.009560635356359143,0.0027233425844002696,0.010820012197666318,3.7333333333333334,2.1737302008599695,0.01,nan,0.06234251368225088,0.06234251368225088,0.0031075642372826087,0.002793135116419052,0.002294401695119233
fixed_global,mpc12,c20_m12,1:4,r0016,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0016,400,0.009560635356359143,0.002632813875805593,0.011662587386964657,4.8,2.0936984228875657,0.0075,nan,0.40264971048816184,0.40264971048816184,0.0027561615138829557,0.0028889319052275773,0.002227500338824649
fixed_global,mpc12,c20_m12,1:4,r0019,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0019,400,0.009560635356359143,0.002791876632043836,0.011584667810834726,6.966666666666667,2.2277111443117317,0.0175,nan,0.2226818032563188,0.2226818032563188,0.003030232090317802,0.0027928151975968405,0.0025742805681693882
fixed_global,mpc12,c20_m12,1:4,r0022,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0022,400,0.009560635356359143,0.002804048703830959,0.016936804547818193,1.5333333333333334,2.2365890337511187,0.0325,nan,0.6088274714521242,0.6088274714521242,0.003078454079861226,0.0028895837434495795,0.0024568388130645855
fixed_global,mpc12,c20_m12,1:4,r0025,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0025,400,0.009560635356359143,0.002991574240239237,0.016606707153806417,5.6,2.3922045398707144,0.0275,nan,0.7489451476793261,0.7489451476793261,0.002872943220253042,0.0030523833837619975,0.003029709506269338
fixed_global,mpc12,c20_m12,1:4,r0028,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0028,400,0.009560635356359143,0.003205285189554355,0.01381721363711487,5.133333333333334,2.558353247709507,0.0325,nan,0.6896795198186516,0.6896795198186516,0.0033684117795979274,0.003151658869466379,0.003118505676562074
fixed_global,mpc12,c20_m12,1:8,r0002,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0002,400,0.009853449874497095,0.002877427409732283,0.017470374123109172,1.4666666666666666,2.291748342299006,0.02,nan,0.2973128820205284,0.2973128820205284,0.0032579759410432006,0.0025972817489609127,0.0028525157600353852
fixed_global,mpc12,c20_m12,1:8,r0005,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0005,400,0.009853449874497095,0.0025400010211576608,0.009923764458464893,6.133333333333334,2.0291508423715903,0.0025,nan,0.4266946925906463,0.4266946925906463,0.002981337919808432,0.0023495607319525685,0.0023571533298700443
fixed_global,mpc12,c20_m12,1:8,r0008,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0008,400,0.009853449874497095,0.0026271320379288253,0.011441961992809419,12.8,2.0983524972439036,0.0075,nan,0.6758974358974352,0.6758974358974352,0.0027221793912660494,0.0023349647012371796,0.0028753340643152166
fixed_global,mpc12,c20_m12,1:8,r0011,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0011,400,0.009853449874497095,0.002646533311325684,0.014120379750064943,5.266666666666667,2.1147291465630444,0.0175,nan,0.27072927072927044,0.27072927072927044,0.002614813759656576,0.0028062664369729027,0.0024924467296580585
fixed_global,mpc12,c20_m12,1:8,r0014,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0014,400,0.009853449874497095,0.002846309309185383,0.014170781987381198,4.9,2.275407562182928,0.0275,nan,0.7708231987941957,0.7708231987941957,0.0027771020488974708,0.003021112872820048,0.0027090202208576108
fixed_global,mpc12,c20_m12,1:8,r0017,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0017,400,0.009853449874497095,0.002495793567291183,0.010433639192950261,8.833333333333334,1.9837564336223545,0.005,nan,-0.14454196379593998,0.14454196379593998,0.0024608058512197825,0.00244279193358946,0.0025882651952893122
fixed_global,mpc12,c20_m12,1:8,r0020,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0020,400,0.009853449874497095,0.0023795762247605743,0.01217105263157909,4.9,1.9010624514971601,0.015,4.833333333333333,0.5826315789473689,0.5826315789473689,0.0026271726810037374,0.002374562917724905,0.0021604007878324367
fixed_global,mpc12,c20_m12,1:8,r0023,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0023,400,0.009853449874497095,0.0026890231911211996,0.015278333525707677,0.5333333333333333,2.1384337427703777,0.0325,0.16666666666666666,-0.07544303797468355,0.07544303797468355,0.0033237709614018624,0.002563065346866922,0.0022566467939818314
fixed_global,mpc12,c20_m12,1:8,r0026,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0026,400,0.009853449874497095,0.002608015753916385,0.014152221018418086,12.5,2.080054378024882,0.02,7.3,0.12391774891774873,0.12391774891774873,0.002244188017725656,0.002457394578771002,0.0031109827529889346
fixed_global,mpc12,c20_m12,1:8,r0029,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0029,400,0.009853449874497095,0.0026859500486620465,0.012914375181205237,0.8666666666666667,2.143234941951079,0.0075,nan,0.3560981172798001,0.3560981172798001,0.0028060107243273904,0.0029995683676639763,0.0022177823520630746
fixed_global,mpc12,c20_m12,1:16,r0003,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0003,400,0.009608760109627612,0.0024695357910261228,0.015049912511853412,3.7666666666666666,1.966194670556747,0.01,nan,0.28032345013477145,0.28032345013477145,0.002744924440593798,0.002590615563228962,0.0020807326221026173
fixed_global,mpc12,c20_m12,1:16,r0006,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0006,400,0.009608760109627612,0.0021172919823683684,0.01040795664009489,3.8,1.6914800294093393,0.0025,nan,-0.03504184100418395,0.03504184100418395,0.0021821559380215323,0.002302523322407994,0.0018462728088670677
fixed_global,mpc12,c20_m12,1:16,r0009,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0009,400,0.009608760109627612,0.00216260357167383,0.01611534578709821,12.733333333333333,1.7119613426400018,0.015,nan,0.4808612440191392,0.4808612440191392,0.002179711484459407,0.002156787259758969,0.002153722695076467
fixed_global,mpc12,c20_m12,1:16,r0012,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0012,400,0.009608760109627612,0.00220282701430382,0.010039693726720422,7.733333333333333,1.751964426875799,0.005,nan,0.08185610010427458,0.08185610010427458,0.0023194782742373137,0.0020984322418924244,0.002216397364911634
fixed_global,mpc12,c20_m12,1:16,r0015,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0015,400,0.009608760109627612,0.0022716657272310015,0.008826583592938586,11.733333333333333,1.8096781967303124,0.0,nan,0.601453035806954,0.601453035806954,0.002689315092478789,0.002009858850063709,0.0021920531860905976
fixed_global,mpc12,c20_m12,1:16,r0018,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0018,400,0.009608760109627612,0.0022755538871142536,0.011591962905718595,5.1,1.8186399154616237,0.005,nan,0.4191138588356521,0.4191138588356521,0.0022725801868095246,0.0023283316394028925,0.00221782264660255
fixed_global,mpc12,c20_m12,1:16,r0021,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0021,400,0.009608760109627612,0.002141337299162866,0.013395091998762446,4.566666666666666,1.7072925284059228,0.0125,nan,0.30225840336134446,0.30225840336134446,0.0021734190540674907,0.0024387800585395514,0.0017716110187036814
fixed_global,mpc12,c20_m12,1:16,r0024,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0024,400,0.009608760109627612,0.0027493789280566504,0.013977508847823894,4.633333333333334,2.194677894662326,0.0075,nan,0.3033385498174227,0.3033385498174227,0.0029146998619119092,0.003146219226901372,0.0021448046077857798
fixed_global,mpc12,c20_m12,1:16,r0027,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0027,400,0.009608760109627612,0.0019946657195570503,0.007924586682710955,5.133333333333334,1.5860008554983496,0.0,nan,0.2648605996843769,0.2648605996843769,0.001828762281273283,0.002208388979804273,0.0019006506059592251
fixed_global,mpc12,c20_m12,1:16,r0030,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c20_m12/r0030,400,0.009608760109627612,0.0020617350001775592,0.009875397667020086,3.8333333333333335,1.6425706906611484,0.0025,nan,0.13725490196078474,0.13725490196078474,0.00202874182164813,0.001811456519210269,0.002378284316132488
fixed_global,mpc12,c40_m12,1:4,r0001,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0001,400,0.009560635356359143,0.00280592189230255,0.014507118778182213,5.466666666666667,2.2339667082050254,0.0175,nan,0.393694998190349,0.393694998190349,0.0029025926642027053,0.0027079153068406744,0.0028303277393495934
fixed_global,mpc12,c40_m12,1:4,r0004,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0004,400,0.009560635356359143,0.0029742160348610667,0.014973451308128577,7.433333333333334,2.3775506658903414,0.0175,nan,0.9966092853416796,0.9966092853416796,0.0029821393195996774,0.003059941051842953,0.0028688601308062747
fixed_global,mpc12,c40_m12,1:4,r0007,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0007,400,0.009560635356359143,0.0027226346661372003,0.018747654079743103,0.03333333333333333,2.1523966708562323,0.02,nan,0.7558711086837782,0.7558711086837782,0.0029931566856094154,0.00249041521680526,0.002742793422492906
fixed_global,mpc12,c40_m12,1:4,r0010,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0010,400,0.009560635356359143,0.0033844719082979403,0.018186697686693287,12.8,2.703566139474791,0.0275,nan,0.691252587991719,0.691252587991719,0.0036930755319066165,0.0033622491130967996,0.003129583267616555
fixed_global,mpc12,c40_m12,1:4,r0013,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0013,400,0.009560635356359143,0.002810614169553444,0.012690012869931724,1.1,2.2455452076966282,0.0175,nan,0.3069584736251403,0.3069584736251403,0.003032056216481388,0.002777790016089948,0.002647041798829011
fixed_global,mpc12,c40_m12,1:4,r0016,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0016,400,0.009560635356359143,0.002928723426377589,0.015599009600798047,13.266666666666667,2.33433544768677,0.0125,nan,0.43419451633589645,0.43419451633589645,0.0031718619621423825,0.002826639645337627,0.0028247469485148708
fixed_global,mpc12,c40_m12,1:4,r0019,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0019,400,0.009560635356359143,0.0031176449184558475,0.023829530115694303,1.2333333333333334,2.4891517058710564,0.03,1.2,0.8111959287531813,0.8111959287531813,0.0033953792334551584,0.0031717590436840925,0.002803389175943216
fixed_global,mpc12,c40_m12,1:4,r0022,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0022,400,0.009560635356359143,0.0029828228714589133,0.011474462466308483,0.9666666666666667,2.375706542077918,0.025,nan,0.6678103526632302,0.6678103526632302,0.0031038063583193995,0.0030718943226280405,0.0027709316301477147
fixed_global,mpc12,c40_m12,1:4,r0024,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0024,400,0.009560635356359143,0.00274007098807358,0.014455249756949215,5.0,2.1900913816538328,0.0175,nan,0.7754192872117407,0.7754192872117407,0.0026437750873284584,0.002714445878324374,0.0028568876189976273
fixed_global,mpc12,c40_m12,1:4,r0027,/home/thekaka/project/cytosim/clu_fixed_global/mpc12/c40_m12/r0027,400,0.009560635356359143,0.003073899940290915,0.02078642082422253,8.466666666666667,2.4544213366220307,0.0175,nan,1.0407082540106651,1.0407082540106651,0.0031517092147570667,0.0026830949025849404,0.0034507049173475883
